card_id,customer_id,card_num,card_type
08e9ec70-b2c7-4eb2-9f3a-7451ea07b12f,64,5.36147E+15,mastercard
d318c864-f962-44e7-9911-aa3f3ded1e09,65,4528104231854154,visa
412d05da-22dd-46bf-a43f-263a1d9ccb4b,66,5220233773911243,mastercard
053af123-c328-497a-9b63-1d97e19e9975,67,4601877228342354,visa
2717c011-332a-4686-9a0d-f330b564a2f0,68,374622431961456,americanexpress
c8d7d911-b849-4d2f-a161-15589c7f70d7,69,374288104609184,americanexpress
815c7214-936e-4108-bde8-c4a71e031710,70,5100178840893848,mastercard
29614593-542c-4a03-bc35-fd7f6e3142ca,71,4017958417280494,visa
15fcbea2-721c-4714-8c67-a61457d9bc27,72,4017956849738444,visa
0e8b4352-5dd9-4a3b-8e75-dc2764772465,73,5203832408380806,mastercard
e6f05503-8ade-4da2-887c-f9857e1b0e6f,74,337941441803524,americanexpress
255e33c7-8678-4a6a-99c5-8614d208db85,75,4041373189764164,visa
d6801d5b-f4c8-4010-8639-b08f0138702f,76,376754548675956,americanexpress
1e8a9f4a-031c-442f-a074-8c57583b9059,77,379725853864978,americanexpress
1592a414-ca69-4e7c-9943-6eabc2878eb4,78,337941379085219,americanexpress
6241e7bb-ec5e-46a8-90ca-e15ec6598bad,79,5100177317252967,mastercard
1c5b2cc7-387e-4904-92a6-78f40ae8843b,80,374622614898756,americanexpress
435c87eb-9810-4d8f-a039-f0550e6e918c,81,5108754716391018,mastercard
39df481a-7df9-4fe9-aaab-601e9f8513b3,82,370057955914652,americanexpress
efdcec25-a915-435f-a758-48a4498949b6,83,5100134887553043,mastercard
5a47fe6d-46ca-4f2b-bc89-e155dd7f59b4,84,5389407101335336,mastercard
69ba6339-2197-4c64-a14d-8c51967d382b,85,4041377078316,visa
910c9bab-d786-4b00-b65c-469fd9c65d93,86,5100133870292635,mastercard
cbbdb1bc-8d98-4bf7-9690-3bf1afa3c0af,87,4041595031766,visa
7a89776d-022b-4806-a842-e79193fba521,88,4041595818592,visa
9099750d-76f9-4299-b911-a8cb99c1b9a7,89,5.40917E+15,mastercard
d56b106e-c57d-42c7-aa2c-690407f9c0cd,90,4041375651171,visa
73c018fd-724a-499d-9939-043893631b1f,91,374283360008759,americanexpress
10f662ba-b017-4ebd-a55a-5d9d8f66a503,92,4017955705166781,visa
8d7a6485-64ff-4fa3-8738-cac46d39e8ad,93,4017952390524,visa
fb8d0798-67de-4203-935a-79939ad6d6f7,94,4017954054003,visa
e6c01833-d302-4a1f-b203-150b2148ee2f,95,4111164422546,visa
b2943dd5-473b-4668-8fdf-00c436c1fb02,96,337941791156069,americanexpress
f3662586-a9d3-42e5-9625-ec8a1e658930,97,374283212248728,americanexpress
63981b5d-41ed-460d-9272-b82718b5df8a,98,372301186030815,americanexpress
9c3cdad8-3932-4d5a-ac73-82a829085054,99,4041596588680645,visa
72ff108a-ff09-4789-907a-1e38664ce279,100,347319868648896,americanexpress
d0e24dc9-9ad4-4e05-9541-e7139754cb99,101,4041593842896695,visa
3adeb952-155f-4108-9aee-a2342e1b7140,102,4041377106255339,visa
0ed6e2c1-455e-43d4-8363-f4366ff137b8,103,372029908835845,americanexpress
143c26c0-54e4-4cca-b7e2-4415d6dfe49b,104,374622664707055,americanexpress
2e9a5bac-3b93-4dbe-8951-67741ce18f27,105,4017951373859708,visa
d22d1ee3-8124-4f89-a723-e7bc2e61cfad,106,5230192470630449,mastercard
3a11b654-5f0d-48bc-8e82-e301665d5d54,107,5048370153276415,mastercard
4fa7b337-a239-421e-b7e9-b974ce0dd5f7,108,374288752411610,americanexpress
db768e3a-67a7-4d88-b417-427d3eb6794b,109,5007664455694385,mastercard
eca4a283-f1c5-4d9a-82d9-27a0319d189b,110,4041372483878225,visa
4f956a8d-6a5c-473c-9e8e-e73eed79f531,111,377081864154104,americanexpress
cf0d9540-72d2-4b08-ac14-ae49a9de5629,112,340710001342065,americanexpress
eeea1b42-931f-4289-948f-27dd7daed003,113,377583227395621,americanexpress
7afb3309-813d-48ee-9914-29951b44df7e,114,5100171653156106,mastercard
5c5f2f15-7917-4dcd-8f83-8a443061b83a,115,4149142794404,visa
88a70f56-769e-4ec4-ab96-706b958a52ff,116,5376722757449396,mastercard
6e0f62ad-3eb5-4abe-b313-e5a482db59ba,117,4041379475179793,visa
aee6e905-ce69-46df-beac-d629199dfb68,118,374283572737567,americanexpress
b3dd5e07-0fc7-47a2-94a9-1f29d99786ad,119,5100135112784451,mastercard
c43ff484-2bf0-4a40-ac1e-6357fedab535,120,5461776326124233,mastercard
532236be-4b79-4f22-8db9-b0282e1d48d8,121,5204018521574751,mastercard
f7e719df-ea20-4921-b33c-839258b99510,122,374288290108652,americanexpress
5fbfba9e-5294-4a25-a67a-c9b0ed5dfa6a,123,4031964713518134,visa
17f6f803-6eb3-4771-a838-2f659f031863,124,374283553006289,americanexpress
b0545890-1747-4b17-a670-0b93290f40b7,125,5.40616E+15,mastercard
8ed87f0b-1c17-4f44-907d-34fa7e37545b,126,5573503654456192,mastercard
035fe3b3-cdf3-4368-a67b-621fbf84409b,127,4116170056556164,visa
ee608c5d-0f63-4aae-a1c4-5aa1d2d6ecfa,128,4017951237049,visa
92d5e865-35b6-4e9d-8767-67f450a5a05e,129,374283580889913,americanexpress
8b859d33-9bae-4fcc-b432-cdd97a55eb35,130,337941566931472,americanexpress
959c410a-23ec-4b46-8af2-384ac908a621,131,374288342001798,americanexpress
995decb2-d823-433a-893d-ac86355418b4,132,5100145598417534,mastercard
b7644164-878d-4cb2-9fa6-ea71cb7c368f,133,4895387389306,visa
1d3c70a5-282b-4a63-af3f-206037f6c62c,134,372301803089467,americanexpress
7b655a73-d54f-4f50-9b24-63b10850f340,135,5122225183905533,mastercard
0731f25f-a615-423b-9e01-e8a0b7c9ae01,136,5048370526574421,mastercard
4026b84e-94c0-4249-910c-8cf774554196,137,4.04159E+15,visa
2367f90a-e394-4294-a717-d2f143de7269,138,374283693975971,americanexpress
21445dbe-7b26-4d7e-a673-ed173f382f41,139,4017951038954803,visa
00938f8e-66ed-4087-b5b8-78e408d03a13,140,4041593176263215,visa
94dc0492-998b-4ff1-82ea-7c0e66e55369,141,5125822602396257,mastercard
c5f0a427-7de9-41a1-96ce-7351b0dd9044,142,344817443828969,americanexpress
19ab7041-c609-4f0d-88a2-d0988317ac32,143,4017953776077,visa
05a12ece-cdc6-413c-b791-a837b634156f,144,5378774314677173,mastercard
3dcd3419-b31f-4b6a-a823-eeb6f4646731,145,5007668767793777,mastercard
f2a1d314-c92e-405a-a8b3-986644c82a0e,146,5464435115394393,mastercard
9ca61996-eb9f-4b69-8490-edb562058675,147,372301733328373,americanexpress
fd68996d-2930-47bc-8c66-5febf703956b,148,4041597775881,visa
118c8a36-cc43-4e04-a82c-d4d3209b9ac9,149,372301148685979,americanexpress
31634b4d-80a9-40f0-8dd2-d1d1a81a014f,150,4041595961988,visa
39cf8849-9860-489f-a2b0-fb812ea8d5a0,151,372301099811319,americanexpress
437a2095-36f6-4f22-9519-8bb25c66c290,152,372301709148169,americanexpress
532172c6-55d8-4dc6-8e14-1f355a7cf8db,153,4017953131265,visa
c70979a8-07a7-4154-b98f-00eecbdd224b,154,4017959576430,visa
c04b3981-9db3-4a71-bf30-da9791076fd5,155,4017951513365,visa
4ecb4cab-c173-48fb-ac37-4f6bef305a88,156,5562016085857097,mastercard
a1af876f-73d7-4e8b-8f82-4f106f66df95,157,5306674630483016,mastercard
e1824040-71d4-4aac-afae-683df38e4949,158,5155154318839682,mastercard
82ac0a73-7c38-4374-902a-056a6463a9dd,159,4041598462427366,visa
c90324a2-fdae-468f-9bd5-9182a56e7290,160,4041379114834667,visa
aba2ae5c-78d6-4476-a8b1-9c50f94d0a78,161,346009032185443,americanexpress
874f755c-0d7b-4c4a-9081-94f122c6c62c,162,4041375793817,visa
0c70e3da-b811-4673-92ba-f67397bb3016,163,337941135238540,americanexpress
6ae7ac6c-dcde-4712-b06d-ca14181b092b,164,379922296740473,americanexpress
906d2642-c5de-411c-b610-aad7b92721af,165,372172264058543,americanexpress
95cfc16e-4df7-4f7e-9446-a1abb1d16195,166,347466587207353,americanexpress
941b387f-5072-4a5d-b23e-52e4f2615818,167,4017959116314477,visa
b0492a41-3fec-44e2-b537-1230658fb0a3,168,4675291603889,visa
364e16fd-f199-4e59-ba50-a3a361dab6cd,169,4041374906790,visa
1532f281-9fee-441e-96e3-4159076a6223,170,4017957817257,visa
5224c088-7a99-4c04-be5d-474f697654d8,171,5100170478267569,mastercard
52ffc32f-573a-40dc-8a2b-6e12aae32a1c,172,4017950707984,visa
3e88406c-f764-4a03-8df5-09295e953a43,173,5100147280360105,mastercard
c54238d9-35e9-46ac-9302-1f6cc03caca7,174,4041598055572,visa
857d534e-f282-487f-92c2-cb1b0cbd87c4,175,4779713719451592,visa
47a54c67-085b-44bb-bc9f-dcd2b6c5bf69,176,5.34911E+15,mastercard
0be3bfd7-a930-4e63-9849-bab7ae3bfe8d,177,4017955031646,visa
1ec756e4-a3a6-43ac-8630-1495aeefadad,178,372301891327423,americanexpress
234a95b6-2454-4086-a953-a9347fee2b38,179,4041379277312352,visa
6e522146-ab17-4d9a-8736-ea5e38b61e7b,180,374622916263303,americanexpress
ef565329-7b21-4e35-b180-992ff31ce0e5,181,4.03319E+15,visa
40f1e4a9-13a0-4095-965a-a3021a9e89a4,182,4041374192318,visa
bb3c15bf-b9d2-4a3e-8258-1d504ef0fff6,183,4017953474219162,visa
d66343e9-9e5a-428f-8228-a3101af45caa,184,4041371935123,visa
90eb9246-de11-4bbe-9136-5a1c71ef513a,185,374283568158539,americanexpress
94c2e943-7c7b-4119-9fcb-126632e0a994,186,374622533758362,americanexpress
a8f4fe6c-99dc-47d4-88d3-00e3af41db36,187,4041598955353772,visa
09c32ef8-d025-4c56-8133-3bd9a5504e09,188,5007664894693972,mastercard
9678ca89-3027-4fb7-b46b-55b06f1c2d44,189,374283150270007,americanexpress
b0ca1010-0978-40f9-81d4-fdc369527b91,190,4041379753676,visa
a5aa406b-2efb-40e7-9e0c-3e54c1930a1c,191,5048370466647203,mastercard
5c05a556-95f6-4452-aa49-dd3661f06f1a,192,4041591192735216,visa
2f590abf-0ec6-4fd8-b336-52f9b1ca463d,193,5.04837E+15,mastercard
d92757f4-3064-4e03-9760-54ed90a935df,194,5010123538681567,mastercard
69675a82-e2fb-46c8-9bc8-9f5af2f94768,195,5100137416576054,mastercard
47715675-62f6-43fa-b3e0-dfe17baeef93,196,5496872085450668,mastercard
3ef3b2bd-441b-4f8d-8218-e32970b12d92,197,5441797128789192,mastercard
792a8997-cef6-460b-b45c-7ba1aee715f7,198,5007660507957374,mastercard
a06054b3-92aa-4df2-9139-246ab0d38e9d,199,372301370968994,americanexpress
fac3f35b-84ca-4265-be62-287a86168588,200,5314533979588498,mastercard
009df88b-5f29-48e6-bc81-6374ee087a67,201,5527705704880449,mastercard
9c32b87e-29f3-482e-8033-b81235ba3220,202,4041374526101,visa
7132cb28-7990-4d2e-b5d5-167cacf732a8,203,4710688691526,visa
908d8ce3-39c3-4b5c-9638-33875cf02a76,204,372301366712141,americanexpress
5cca030d-fb3d-45ae-a179-4fef572cdda7,205,5158817950747259,mastercard
fcc08543-ef9e-42a9-b6ac-5b913dfb7290,206,373025072041615,americanexpress
1238a46d-c961-40d7-bb63-390c41840916,207,4041371156206987,visa
19e36b8f-76b2-43b1-8afc-d5acdb8baf08,208,5002357639182717,mastercard
b472d69f-6551-4fdd-a192-43acebf574a1,209,4758103027684529,visa
42b3d4b0-1a4a-4467-894d-5ec3f25ba81d,210,4041379583704516,visa
cd77d1b7-8ca5-46f8-8d26-66deb10b54be,211,5100132942982249,mastercard
f972116d-0a1b-4953-9c32-30e0f705df43,212,5131277474866931,mastercard
34a0a796-7338-41df-b618-c75c7e5c50d4,213,374288816867732,americanexpress
4ffcf267-f6ed-4328-b5e8-2337e8e7ea10,214,374283542135330,americanexpress
6068addb-a358-4a64-b12f-2166683f4ef3,215,5.01012E+15,mastercard
e251ae4e-dd43-4d40-a19f-ea8f877934cc,216,4041594568131,visa
fde46356-5ce7-40e4-afc6-b65a91ea65a0,217,5010127883069153,mastercard
9492acff-3f47-4cbd-b274-402adf4afb58,218,4041372023321983,visa
fe54e91b-4e0f-40c8-b132-58b3c019e084,219,4387683391723,visa
5878519f-f679-47fb-9702-9d96f0fc6314,220,372301325142059,americanexpress
7891056d-13a7-4d0b-91c6-fc2aa748c621,221,4041375121549249,visa
47da335c-71ee-47dc-815c-c1c98c7d513e,222,5271092724261282,mastercard
0988ff51-11eb-45fe-a33f-0ec094c6ae08,223,4041371813965868,visa
5722077e-2adb-4dcf-b340-f408671c7cae,224,4570283696441678,visa
80b15f67-7fcf-45a0-851e-47c3bae3a184,225,4041594544074,visa
3849651b-48f6-4d98-9ad4-fd6ab6776021,226,4041698062684,visa
1ad6197a-dfbc-4c13-87a0-e1479ab18b71,227,4041374066421,visa
687b51d3-7f2b-433d-bab7-80a2ed3768c7,228,4017957985022056,visa
bafb0b95-af44-435b-b1f6-906e05cff644,229,5.00767E+15,mastercard
b06f6f01-76cb-440e-8e17-858e20a449d0,230,4041597536802588,visa
00e276de-6eb7-4220-9841-25dcdf5db4ba,231,5332410853037959,mastercard
6702536a-7b82-44b3-8eca-5889effa0470,232,4041379253690185,visa
b6f062b3-a632-4eb5-8ffb-233f270f34d9,233,337941973816472,americanexpress
9d0bb06c-66df-432e-a7b6-5a9aafb00406,234,4.01795E+15,visa
c3a0fbb1-31b8-4dd3-b33d-f830e3819eb5,235,374622032431818,americanexpress
ce406fd3-bb97-42df-9e18-854aebbaffa6,236,4041597226984,visa
ebe0856d-deb6-48e1-8041-76cb79574512,237,374288208150671,americanexpress
35ac0748-5a47-4b1a-a05e-a286a4f3ccea,238,5228689398510532,mastercard
96985903-a4d1-4f31-ac71-8380c1d01259,239,374622796223823,americanexpress
41ab261b-8f47-4c8f-ae6d-e3324938f0f6,240,5010125103848133,mastercard
d1e6088e-eb5e-4e24-9c7a-ec7f7d047add,241,4515200127728349,visa
8bb52eae-6cfa-4b3a-839a-4045950172ff,242,5100130099196878,mastercard
3bdb8478-1339-4ff7-9317-9e155d9e13bf,243,5100170530519684,mastercard
77470e82-e2a4-41b9-ba62-bd95a5605333,244,374622944118750,americanexpress
3979c514-4a5f-4185-8274-50657de3e104,245,4041376344156,visa
9d277130-cf47-4ead-9895-94381af967b1,246,349689140305129,americanexpress
127a5889-0bd1-42aa-8677-ed687f333caf,247,337941351055024,americanexpress
3202719b-ac16-4f58-8f8d-34476d243e32,248,374288229725162,americanexpress
9dfb13c9-66d2-40aa-8c49-a7f5bd928667,249,343747114305149,americanexpress
3969661a-1b10-43ec-bda4-7486780c7f33,250,4041590165714646,visa
d472aee7-95b9-4986-b9e7-826b93884316,251,5167999829150847,mastercard
c22f7433-98e1-428f-a937-d7159064e5c8,252,5527588007368407,mastercard
31644b84-71ea-4ee2-94ea-12e4f91032a1,253,5100175559030653,mastercard
70526a0d-3945-4adf-89f9-4ee1949b8a4f,254,374288177674826,americanexpress
b18b37f1-0599-4a0e-a71b-3d2bda73e462,255,5108758537978655,mastercard
38f1153a-4cd2-4fbf-8016-b5150be7098a,256,4041593613680,visa
ea40b1a1-7484-42d3-b0ad-a149b4f2b5d7,257,5048375338306003,mastercard
d6030a72-ac05-4a72-b10d-febcc778cd12,258,4017954377762258,visa
f4340d99-e998-4aa0-b942-897d82b945d1,259,4041378086342,visa
0a0b1887-b10a-40cf-a5cd-e2e0102a99c0,260,5569353886945455,mastercard
040e40d8-6e59-4c15-b16b-897db445d119,261,5275086404566586,mastercard
7ed0319a-d830-46fc-9e88-0de738c3c7b7,262,5198985452071247,mastercard
e25aea54-846d-4427-807d-553f84696dc3,263,5002353903587392,mastercard
17e076db-0965-4d56-8958-0d330d095b76,264,5007669952998049,mastercard
31c0b9fd-179a-4040-95e7-b5f50b6cfb58,265,372301456973066,americanexpress
81056f40-c205-4c85-a738-3c3d5928d641,266,378303876410228,americanexpress
030c74ce-490c-4598-8b40-c8b4e537abb0,267,4535117119694,visa
7c454a07-89fa-4cd2-b149-1eae4879f1c9,268,5010122998951262,mastercard
a04192c5-6c01-485a-a483-ee31da6ea4a8,269,4041372932478213,visa
67084c04-2cea-4157-b678-84eac2f6e8c7,270,374288449157683,americanexpress
17b3e6f7-657e-410d-83b0-f0921b34ca84,271,4971169785438748,visa
c971e42d-6e34-4b76-ba6b-a777dfe6a138,272,5432554386222783,mastercard
8d701461-4a94-4e7f-a904-97aec23b4e35,273,375931591204089,americanexpress
fe8f3e5b-f4fb-4b2f-a913-ac469c331eaa,274,5358267119619502,mastercard
57bfc885-c7c2-43e0-b6d6-16f09ea4c13d,275,4528725355467355,visa
591f89b9-a66c-4a6d-a046-56906ded1146,276,5100138797194525,mastercard
cbd008db-4f38-43fd-9d6c-3acdbc11e533,277,4041595791967922,visa
762a0179-9eb5-4068-b872-e153744ac933,278,4041379837765057,visa
96216517-be3a-4778-a13d-1ff550730e18,279,4017954406425265,visa
6d629876-ba11-47f2-97c7-229532590fa2,280,5.59264E+15,mastercard
140ad359-cb49-49d3-aac0-d964b715ae09,281,374288848168653,americanexpress
b0d673b3-3bc7-4140-ad8a-e271bbdeb61f,282,4041379218654,visa
4c55b680-e430-4f82-8bfe-01677613643e,283,345978995864510,americanexpress
a82cbbca-f8ff-4f7c-af85-7f4b78ee24d5,284,337941201226676,americanexpress
f53eb055-3c43-4e03-b80a-f1cd6834f6bd,285,343261067925788,americanexpress
90137bbe-0c9e-42ed-9701-92e9dd9e2e40,286,5100171063545005,mastercard
ec0ae3a3-b38b-48d6-ac93-88462584dacf,287,374622164795535,americanexpress
8b8a5eda-5fbb-4808-80a7-134fb21daf64,288,4017955038091078,visa
9acc3cc9-70d0-48f6-aebc-79d215066aea,289,4041595561994,visa
32cf3313-4f89-41a2-a596-afabf212525d,290,5303162123205628,mastercard
7e650b6c-c457-458d-b6a9-a72b8fed14ac,291,5311043905570936,mastercard
3344465f-9b72-4929-9f39-8f7111cf5e9a,292,5100131071358635,mastercard
d14a2fc8-944e-4f33-9dd7-946e6f33062a,293,4041370207409,visa
f25aa847-d310-4d86-9c35-77ffe2f1cc6b,294,5108752465628747,mastercard
97ae0fc4-8705-45ed-a66d-167c16f8c684,295,5141730529093354,mastercard
bcda9eb5-8b1d-49e8-9e59-52b15bc85dc3,296,373831703578267,americanexpress
51e9b634-b901-40ca-b342-993cb6fd559c,297,5580332688155476,mastercard
582ec505-2a47-46dc-a5e4-7a36aa1ba105,298,4994507096170,visa
39badca0-f571-4f4a-a2ed-e694e95b64d8,299,374288320052854,americanexpress
b8537952-cd99-4bf0-9197-d70e458ceae8,300,5354448829357591,mastercard
f7535e54-7a2e-4501-bd64-19068cf95c8d,301,375034235822133,americanexpress
9c5f7d24-d999-432f-b522-47e91c61f3fc,302,4041593296064,visa
69d94d5d-fd85-49f2-869c-e56808cf8596,303,4041598851475,visa
f93c52e2-4f5c-4b51-ba36-a0434e2632ff,304,4201530155753,visa
8a46f321-12eb-4766-9796-37e246e86d39,305,374622443335186,americanexpress
2309ba26-50d4-4e47-bc7b-eccff863e626,306,374288158894948,americanexpress
249ad99d-aa88-44e3-9c1a-5516f2b5c94f,307,337941321506858,americanexpress
53b9f61a-07fe-4a6d-8d3d-638cfed90f51,308,371188016819868,americanexpress
3f08922a-5edf-41b3-9b40-e35ebf661e94,309,5100135199621949,mastercard
4071702c-05f4-44ff-833a-91d5d4413cfb,310,5007665031433552,mastercard
37a05be9-197d-471e-9a1e-ca08ea86c2cc,311,4158625997766379,visa
ea8b7aea-0ff3-4b5f-97ad-f87119dac391,312,5010120989708022,mastercard
172f4a8d-0a2b-4bf7-bac5-7a7df0f3d57f,313,4940898574580,visa
d4a6f89a-b045-479b-b136-daf18102a5e9,314,4041590539011,visa
4bc8a718-57ed-4bd4-9b94-66e283bb6f93,315,5.04838E+15,mastercard
3ad79c88-2096-4c4f-8fb5-cfdd299a4f9a,316,348147462858457,americanexpress
4d0f1a15-2eef-476a-a81f-65f17f981105,317,5002355195510065,mastercard
db3ed66e-12b3-432e-9267-74b2908d7b53,318,374622182796481,americanexpress
d3fdfbbf-1785-4812-8fda-e63852493f4a,319,372301203981321,americanexpress
5d401f76-ef78-4b33-b2bf-04627eb7ac45,320,374622588381797,americanexpress
f6dbf318-ae14-4074-9c9f-b0b9a464c7d6,321,373698843569203,americanexpress
e34fd080-ca91-4851-811b-1a94838433c1,322,5541087751820319,mastercard
750d4029-b9cd-454b-96e7-2a1a725274f9,323,5214426640846687,mastercard
5b548684-a620-4cf2-b4f9-adf56a87e8d0,324,5.10014E+15,mastercard
3f572911-9579-4e89-b4b6-d16d7ff75685,325,4505504452255,visa
96f3eae7-3112-48d9-ba6c-edc88a8f1c44,326,372301431474826,americanexpress
3fc089d4-a19b-4bcd-8b53-a717b31431d1,327,4017950535108129,visa
a7444ff0-7ebc-43c1-a606-1ac1c709ef44,328,4017952608420,visa
57f05ac8-91ee-4d7d-a596-caf15dde0c3b,329,4.00175E+15,visa
1865e06a-45ec-4044-86a5-1acd5c17497c,330,5010127204112534,mastercard
7e509773-e416-44d8-a53d-1432a181198b,331,4041370358435519,visa
48e20bb0-9a35-4f45-81c1-948ec944c761,332,374283477003941,americanexpress
80da1b4b-1892-43bb-b7d7-019f14690603,333,374622399505758,americanexpress
6c010af8-d69c-494f-9b4f-b181a9b4cfb6,334,5048377689353493,mastercard
57a7b9c2-b290-4b60-9464-09579445a8b1,335,4468811555548764,visa
012979cf-e405-4521-bda6-fc3fc7e1ff00,336,5010125264476435,mastercard
193cced9-3423-4c7d-8b4c-804f80378fd2,337,4017953016136,visa
fee21820-9e9e-49a0-bfb7-629f08f45cd8,338,4041599161169622,visa
c052027e-635e-4f46-bb42-07845d859899,339,374622310539498,americanexpress
b3266922-1390-4e26-8655-156d325e6751,340,374288628933516,americanexpress
311c1639-c30b-4ffd-93f1-56011db809fa,341,4530600733267,visa
ca34a80a-e3ed-4075-9faa-82845fd05f8b,342,342662509668277,americanexpress
a92bc644-29dc-4f3e-ab61-d2254460a87e,343,5010126722362282,mastercard
0ba866c1-fa1d-477e-8871-8e27c1d41a34,344,346608788251711,americanexpress
68474be4-a0c5-45ba-b255-ebc638e5ce94,345,5444876830028888,mastercard
239609f7-6db8-4111-a55d-90a83f616f23,346,4017952801474342,visa
105f9f45-372f-437b-b088-e5fdd7b8fc2e,347,5108758093931825,mastercard
e3e29973-bf6d-4bbb-8b96-674cbc6b3b16,348,337941584587454,americanexpress
e5301b18-e91c-4fa1-9c9a-b0cbd63eb45c,349,5452448855181494,mastercard
